0.191912,-0.009117
0.212002,-0.006753
0.231708,0.003025
0.251669,-0.026411
0.271739,0.000140
0.292507,-0.015197
0.312527,-0.004339
0.331713,0.003094
0.351679,-0.009724
0.371897,0.006942
0.391839,-0.004175
0.411817,0.005146
0.431678,0.003982
0.451629,-0.004709
0.471609,0.011707
0.491602,0.019578
0.511566,0.006104
0.531840,0.009015
0.551568,0.011897
0.571547,0.035081
0.591467,0.043587
0.611567,0.026096
0.631570,-0.007463
0.651530,0.022382
0.671469,0.049438
0.691415,0.038397
0.711436,0.023571
0.731554,0.026675
0.752344,0.012389
0.771887,-0.003955
0.791562,0.011354
0.811361,0.005563
0.831424,0.026572
0.851451,0.035694
0.871388,0.045567
0.891381,0.073588
0.911408,0.074894
0.931409,0.059697
0.952370,0.073933
0.971439,0.080903
0.991298,0.096921
1.012406,0.063455
1.032285,0.088774
1.052375,0.083926
1.072178,0.080445
1.092320,0.065745
1.112385,0.078582
1.132202,0.103346
1.152244,0.091212
1.172174,0.086807
1.192275,0.097530
1.212144,0.100301
1.232162,0.146611
1.252191,0.136078
1.272095,0.172980
1.292129,0.169121
1.312109,0.126107
1.332092,0.097895
1.352110,0.093135
1.372285,0.101304
1.392045,0.075620
1.411981,0.048608
1.432191,0.035243
1.452741,0.030279
1.472683,-0.014137
1.492155,-0.017621
1.512015,0.008387
1.532038,-0.077911
1.551942,-0.070335
1.572002,-0.002811
1.591912,-0.047612
1.612691,-0.071710
1.632199,-0.065274
1.651883,-0.044887
1.671860,-0.056118
1.692866,-0.027258
1.712509,-0.060628
1.732041,-0.113544
1.751904,-0.096115
1.772058,-0.048957
1.791873,-0.074546
1.811955,-0.113483
1.831808,-0.085746
1.851727,-0.076551
1.871813,-0.105172
1.891699,-0.086501
1.911877,-0.075760
1.931748,-0.061848
1.951847,-0.055658
1.971843,-0.041180
1.991616,-0.028186
2.011654,-0.009384
2.031720,-0.022214
2.051850,-0.023393
2.071731,-0.086297
2.091626,-0.035838
2.111688,-0.075023
2.131647,-0.029867
2.152400,-0.092732
2.172058,-0.052522
2.191546,-0.076250
2.211578,-0.091670
2.231560,-0.033510
2.251539,-0.039109
2.271537,-0.025287
2.291654,-0.003745
2.311695,-0.046728
2.331708,-0.051372
2.351482,-0.014877
2.371460,-0.069149
2.391476,0.003489
2.411426,-0.016707
2.431381,-0.084994
2.451529,-0.029975
2.471431,0.027924
2.491374,-0.035896
2.511368,-0.042931
2.532467,0.018050
2.552392,-0.035278
2.572303,-0.042939
2.592281,0.019715
2.612411,0.058804
2.632259,0.040506
2.652294,0.032369
2.672293,0.076418
2.692230,0.057704
2.712262,0.067461
2.732250,0.044336
2.752298,0.006718
2.772214,-0.006839
2.793007,0.100920
2.812210,0.010131
2.832208,-0.005901
2.852223,0.051563
2.872384,0.005336
2.892318,-0.068828
2.912798,0.046401
2.932474,0.039310
2.952176,-0.039827
2.972217,-0.028866
2.992198,0.009533
3.012230,0.068935
3.032069,-0.008557
3.052032,-0.017649
