0.256711,1.560583
0.276544,1.560583
0.276701,1.560572
0.296216,1.560572
0.296426,1.560604
0.316559,1.560604
0.316721,1.560594
0.336377,1.560594
0.336614,1.560617
0.356492,1.560617
0.356671,1.560607
0.376466,1.560612
0.376544,1.560612
0.396557,1.560612
0.396568,1.560654
0.416522,1.560654
0.416627,1.560648
0.436517,1.560648
0.436593,1.560648
0.456548,1.560624
0.456560,1.560624
0.476275,1.560618
0.476501,1.560618
0.496472,1.560617
0.496540,1.560617
0.516416,1.560617
0.516521,1.560624
0.536348,1.560609
0.536461,1.560609
0.556401,1.560617
0.556453,1.560617
0.576509,1.560610
0.576518,1.560610
0.596339,1.560626
0.596456,1.560626
0.616476,1.560626
0.616563,1.560633
0.636488,1.560626
0.636496,1.560626
0.656475,1.560625
0.656554,1.560625
0.676541,1.560612
0.676551,1.560612
0.696369,1.560616
0.696378,1.560616
0.716221,1.560640
0.716416,1.560640
0.736247,1.560628
0.736470,1.560628
0.756314,1.560625
0.756406,1.560625
0.776626,1.560633
0.776634,1.560633
0.796287,1.560620
0.796330,1.560620
0.816324,1.560646
0.816333,1.560646
0.836208,1.560611
0.836328,1.560611
0.856282,1.560638
0.856314,1.560638
0.876252,1.560637
0.876306,1.560637
0.896226,1.560656
0.896338,1.560656
0.916093,1.560615
0.916335,1.560615
0.936166,1.560640
0.936299,1.560640
0.956341,1.560632
0.956411,1.560632
0.976407,1.560638
0.976413,1.560638
0.996109,1.560621
0.996258,1.560621
1.016025,1.560652
1.016370,1.560652
1.038218,1.560664
1.038757,1.560652
1.058929,1.560664
1.058955,1.560664
1.076864,1.560642
1.077431,1.560642
1.096152,1.560661
1.096420,1.560661
1.116215,1.560648
1.116430,1.560648
1.136005,1.560640
1.136277,1.560640
1.156223,1.560665
1.156372,1.560665
1.175997,1.560645
1.176318,1.560645
1.195925,1.560622
1.196284,1.560622
1.215989,1.560716
1.216310,1.560716
1.235976,1.560796
1.236316,1.560796
1.256175,1.560784
1.256330,1.560784
1.275939,1.560819
1.276523,1.560819
1.295937,1.560788
1.296379,1.560788
1.315861,1.560735
1.316299,1.560735
1.335925,1.560819
1.336265,1.560819
1.356004,1.560863
