0.224417,-0.003410
0.244497,0.004828
0.264524,-0.004206
0.284399,-0.002143
0.304407,-0.000046
0.324538,-0.000309
0.344384,0.006710
0.364402,0.002440
0.384174,-0.002026
0.404208,-0.001042
0.424303,-0.005661
0.444164,-0.001682
0.464233,0.002715
0.484082,-0.003305
0.504119,0.005423
0.524137,-0.000787
0.544121,-0.000390
0.564081,0.005697
0.583931,-0.004456
0.603974,0.007432
0.624295,-0.001637
0.644051,-0.009723
0.664001,0.002846
0.683870,-0.006951
0.703870,-0.005060
0.723947,0.006352
0.743848,-0.006480
0.763845,-0.005458
0.783850,-0.008098
0.804059,-0.000457
0.823724,0.005411
0.843822,0.008911
0.863716,-0.000602
0.883687,0.000531
0.903675,0.015673
0.923670,0.016109
0.943791,0.010470
0.963633,0.008926
0.983627,0.004432
1.003534,-0.008533
1.023687,-0.007543
1.043658,0.000215
1.063510,-0.004201
1.083580,0.007014
1.103511,0.007647
1.123644,-0.003872
1.143437,0.002741
1.164635,0.003542
1.183487,-0.007199
1.204414,0.007320
1.224507,0.006385
1.244450,-0.000880
1.264324,0.010113
1.284349,0.007895
1.304492,-0.002840
1.324401,0.006685
1.344207,-0.006987
1.364359,-0.003868
1.384161,0.003482
1.404146,-0.002777
1.424252,0.000885
1.444211,0.006069
1.464143,0.004942
1.485624,-0.003957
1.505273,0.003997
1.524452,0.001762
1.544082,-0.000456
1.564008,0.016573
1.583966,0.009005
1.604105,0.016001
1.623986,0.008133
1.643955,0.007971
1.663924,0.019822
1.683838,0.017585
1.704357,0.021457
1.724489,0.016865
1.743961,0.011645
1.763737,0.012523
1.783825,0.022138
1.804014,0.016774
1.823725,0.015159
1.843830,0.009281
1.863746,0.000679
1.883729,0.005076
1.903793,0.004799
1.923605,0.006892
1.943787,0.009498
1.963902,0.017058
1.983631,0.016636
2.003548,0.020510
2.023520,0.022811
2.043486,0.013189
2.063643,0.022267
2.083673,0.009221
2.103671,0.016105
2.123562,0.017307
2.143483,0.002140
2.164366,0.020260
2.183302,0.008011
2.204359,0.010774
2.224505,0.009533
2.244389,-0.013417
2.264359,-0.000262
2.284159,0.004863
2.304362,0.027024
2.324162,0.026173
2.344159,0.015933
2.364110,0.017903
2.384101,-0.019217
2.404019,-0.008781
2.424193,-0.018149
2.444134,0.002028
2.464031,0.007116
2.485279,0.016393
2.503962,0.018270
2.524308,-0.000219
2.543938,0.023740
2.564117,0.011111
2.583995,-0.000302
2.603962,0.011522
2.623886,0.020519
2.644972,0.029927
2.664298,0.014836
2.683761,0.030602
2.703794,0.012936
2.723917,0.015126
2.743850,0.024747
2.763744,0.009442
2.783747,0.021616
2.803733,0.003842
2.823740,0.033382
2.843799,0.033863
2.863554,0.042530
2.883598,0.047525
2.903917,0.028887
2.923518,0.026948
2.943660,0.001595
2.963527,0.006624
2.983463,-0.004207
3.003608,0.014108
3.023495,0.004300
3.044363,0.019001
3.063516,-0.005158
3.083447,-0.006235
3.103436,-0.020541
3.123358,-0.034081
3.144407,-0.022520
3.164309,-0.040292
3.184291,-0.023549
3.204303,-0.036495
